transparent mesh count, total frame render time, shadow mapping time, geometry draw time, combination draw time
1142,2.011136,1.373184,0.602112,1.975296
1143,1.972224,1.359872,0.575488,1.93536
1144,2.023424,1.409024,0.577536,1.98656
1145,2.01728,1.37728,0.605184,1.982464
1146,1.96608,1.366016,0.5632,1.929216
1147,3.400704,2.829312,0.534528,3.36384
1148,2.2784,1.600512,0.636928,2.23744
1149,2.459648,1.80736,0.616448,2.423808
1150,2.100224,1.48992,0.574464,2.064384
1151,2.182144,1.528832,0.617472,2.146304
1152,2.143232,1.526784,0.579584,2.106368
1153,2.194432,1.560576,0.596992,2.157568
1154,2.356224,1.523712,0.795648,2.31936
1155,1.998848,1.368064,0.59392,1.961984
1156,2.136064,1.364992,0.736256,2.101248
1157,2.291712,1.47968,0.775168,2.254848
1158,2.019328,1.414144,0.570368,1.984512
1159,2.256896,1.616896,0.60416,2.221056
1160,2.248704,1.630208,0.582656,2.212864
1161,2.26816,1.641472,0.591872,2.233344
1162,2.198528,1.375232,0.78848,2.163712
1163,2.33472,1.68448,0.613376,2.297856
1164,2.224128,1.595392,0.592896,2.188288
1165,2.367488,1.543168,0.787456,2.330624
1166,2.164736,1.527808,0.602112,2.12992
1167,2.01216,1.383424,0.592896,1.97632
1168,1.975296,1.366016,0.57344,1.939456
1169,3.376128,2.755584,0.584704,3.340288
1170,1.997824,1.383424,0.577536,1.96096
1171,1.998848,1.368064,0.59392,1.961984
1172,1.970176,1.36192,0.571392,1.933312
1173,2.02752,1.390592,0.600064,1.990656
1174,2.060288,1.430528,0.591872,2.0224
1175,1.982464,1.37216,0.57344,1.9456
1176,1.992704,1.370112,0.580608,1.95072
1177,2.364416,1.513472,0.813056,2.326528
1178,2.505728,1.562624,0.907264,2.469888
1179,2.301952,1.482752,0.782336,2.265088
1180,2.353152,1.507328,0.811008,2.318336
1181,2.438144,1.787904,0.6144,2.402304
1182,2.174976,1.504256,0.633856,2.138112
1183,5.132288,3.49696,1.598464,5.095424
1184,2.04288,1.426432,0.575488,2.00192
1185,2.026496,1.388544,0.602112,1.990656
1186,2.13504,1.364992,0.734208,2.0992
1187,1.987584,1.370112,0.582656,1.952768
1188,2.038784,1.401856,0.601088,2.002944
1189,2.077696,1.462272,0.57856,2.040832
1190,2.137088,1.513472,0.5888,2.102272
1191,1.982464,1.359872,0.581632,1.941504
1192,2.21184,1.390592,0.784384,2.174976
1193,2.317312,1.65888,0.621568,2.280448
1194,3.608576,2.983936,0.5888,3.572736
1195,1.98144,1.366016,0.57856,1.944576
1196,2.041856,1.409024,0.598016,2.00704
1197,4.061184,3.483648,0.541696,4.025344
1198,2.040832,1.401856,0.603136,2.004992
1199,2.131968,1.50528,0.590848,2.096128
1200,2.04288,1.363968,0.641024,2.004992
1201,2.245632,1.370112,0.83968,2.209792
1202,2.37568,1.533952,0.804864,2.338816
1203,2.299904,1.502208,0.761856,2.264064
1204,5.363712,3.484672,1.842176,5.326848
1205,1.985536,1.369088,0.575488,1.944576
1206,2.044928,1.409024,0.600064,2.009088
1207,2.013184,1.380352,0.596992,1.977344
1208,1.978368,1.371136,0.570368,1.941504
1209,2.27328,1.444864,0.791552,2.236416
1210,7.21408,4.6336,2.54464,7.17824
1211,2.271232,1.445888,0.781312,2.2272
1212,2.166784,1.548288,0.58368,2.131968
1213,2.174976,1.533952,0.605184,2.139136
1214,1.9968,1.385472,0.575488,1.96096
1215,2.01216,1.39264,0.584704,1.977344
1216,2.046976,1.409024,0.603136,2.01216
1217,2.130944,1.362944,0.73216,2.095104
1218,2.297856,1.496064,0.765952,2.262016
1219,1.963008,1.350656,0.576512,1.927168
1220,2.045952,1.390592,0.61952,2.010112
1221,2.00192,1.370112,0.595968,1.96608
1222,1.980416,1.362944,0.579584,1.942528
1223,2.035712,1.399808,0.59904,1.998848
1224,2.019328,1.386496,0.595968,1.982464
1225,3.475456,2.881536,0.557056,3.438592
1226,2.4832,1.840128,0.607232,2.44736
1227,1.984512,1.366016,0.580608,1.946624
1228,2.01728,1.39776,0.58368,1.98144
1229,2.028544,1.383424,0.60928,1.992704
1230,2.015232,1.3824,0.595968,1.978368
1231,2.302976,1.47456,0.791552,2.266112
1232,1.982464,1.358848,0.579584,1.938432
1233,2.122752,1.50528,0.580608,2.085888
1234,2.148352,1.50528,0.606208,2.111488
1235,2.0224,1.389568,0.598016,1.987584
1236,2.01728,1.384448,0.596992,1.98144
1237,2.045952,1.394688,0.615424,2.010112
1238,5.127168,3.208192,1.880064,5.088256
1239,2.056192,1.400832,0.6144,2.015232
1240,2.080768,1.43872,0.605184,2.043904
1241,2.388992,1.49504,0.857088,2.352128
1242,2.093056,1.4848,0.571392,2.056192
1243,2.054144,1.396736,0.622592,2.019328
1244,2.013184,1.383424,0.594944,1.978368
1245,4.206592,3.576832,0.591872,4.168704
1246,2.272256,1.526784,0.710656,2.23744
1247,3.439616,2.860032,0.544768,3.4048
1248,2.00704,1.389568,0.581632,1.9712
1249,2.056192,1.405952,0.613376,2.019328
1250,2.062336,1.371136,0.654336,2.025472
1251,1.9968,1.375232,0.584704,1.959936
1252,3.670016,3.055616,0.57344,3.629056
1253,2.182144,1.344512,0.801792,2.146304
1254,2.357248,1.52576,0.794624,2.320384
1255,2.377728,1.659904,0.679936,2.33984
1256,1.9968,1.386496,0.574464,1.96096
1257,2.03776,1.383424,0.616448,1.999872
1258,2.036736,1.38752,0.612352,1.999872
1259,5.466112,3.11296,2.312192,5.425152
1260,2.056192,1.416192,0.60416,2.020352
1261,2.164736,1.523712,0.605184,2.128896
1262,1.977344,1.369088,0.571392,1.94048
1263,2.103296,1.389568,0.677888,2.067456
1264,2.266112,1.404928,0.818176,2.223104
1265,3.497984,2.855936,0.605184,3.46112
1266,2.198528,1.552384,0.610304,2.162688
1267,1.994752,1.371136,0.586752,1.957888
1268,2.295808,1.473536,0.786432,2.259968
1269,2.27328,1.596416,0.641024,2.23744
1270,2.055168,1.421312,0.595968,2.01728
1271,1.995776,1.375232,0.584704,1.959936
1272,1.992704,1.383424,0.57344,1.956864
1273,1.952768,1.324032,0.592896,1.916928
1274,2.029568,1.394688,0.600064,1.994752
1275,2.353152,1.485824,0.831488,2.317312
1276,2.248704,1.615872,0.594944,2.210816
1277,1.9968,1.378304,0.58368,1.961984
1278,2.24256,1.620992,0.586752,2.207744
1279,3.47136,2.893824,0.540672,3.434496
1280,1.985536,1.36704,0.574464,1.941504
1281,2.00192,1.384448,0.581632,1.96608
1282,3.459072,2.84672,0.576512,3.423232
1283,2.3552,1.494016,0.825344,2.31936
1284,2.225152,1.598464,0.591872,2.190336
1285,2.045952,1.425408,0.584704,2.010112
1286,3.462144,2.844672,0.575488,3.42016
1287,2.215936,1.39264,0.786432,2.179072
1288,2.363392,1.631232,0.69632,2.327552
1289,2.060288,1.408,0.616448,2.024448
1290,1.990656,1.375232,0.579584,1.954816
1291,1.994752,1.379328,0.580608,1.959936
1292,2.366464,1.488896,0.842752,2.331648
1293,1.984512,1.359872,0.589824,1.949696
1294,2.306048,1.47968,0.789504,2.269184
1295,2.24256,1.5872,0.61952,2.20672
1296,2.103296,1.468416,0.59904,2.067456
1297,1.999872,1.378304,0.586752,1.965056
1298,2.021376,1.39264,0.591872,1.984512
1299,3.71712,3.08736,0.592896,3.680256
1300,2.322432,1.451008,0.82944,2.280448
1301,2.030592,1.396736,0.598016,1.994752
1302,2.158592,1.398784,0.724992,2.123776
1303,2.246656,1.480704,0.729088,2.209792
1304,1.989632,1.375232,0.57856,1.953792
1305,2.026496,1.394688,0.595968,1.990656
1306,2.144256,1.490944,0.612352,2.103296
1307,2.254848,1.386496,0.828416,2.214912
1308,2.147328,1.512448,0.596992,2.10944
1309,2.004992,1.378304,0.590848,1.969152
1310,1.999872,1.379328,0.58368,1.963008
1311,2.388992,1.506304,0.846848,2.353152
1312,2.250752,1.60768,0.608256,2.215936
